lokacije,dtstamp,dtstart,dtend,trigger,location,description
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:01+00:00,2024-11-14T14:15:00+00:00,2024-11-14T16:45:00+00:00,-1 days +23:30:00,302,Konzultacije-Organizacijsko vedenje - Pred.(tuji Å¡tudenti)-UNI-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:01+00:00,2024-10-30T17:00:00+00:00,2024-10-30T21:05:00+00:00,-1 days +23:30:00,302,Konzultacije-Strategije doseganja ciljev-MAG-Izredni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:02+00:00,2024-12-12T10:45:00+00:00,2024-12-12T13:15:00+00:00,-1 days +23:30:00,302,P-Osnove delovnega prava-VS-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:00+00:00,2024-10-18T14:15:00+00:00,2024-10-18T16:45:00+00:00,-1 days +23:30:00,302,Konzultacije-Uvod v poslovodenje in raÄunovodstvo - Vaje(tuji Å¡tudenti)-UNI-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:02+00:00,2025-01-15T10:45:00+00:00,2025-01-15T13:15:00+00:00,-1 days +23:30:00,302,V-Management vzdrÅ¾evanja-VS-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:02+00:00,2024-12-24T08:00:00+00:00,2024-12-24T10:30:00+00:00,-1 days +23:30:00,302,P-Management vzdrÅ¾evanja-VS-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:01+00:00,2024-11-21T14:15:00+00:00,2024-11-21T16:45:00+00:00,-1 days +23:30:00,302,P-Delovno in socialno pravo-MAG-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:01+00:00,2024-12-02T10:45:00+00:00,2024-12-02T13:15:00+00:00,-1 days +23:30:00,302,P-Osnove delovnega prava-VS-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:01+00:00,2024-11-27T14:15:00+00:00,2024-11-27T17:35:00+00:00,-1 days +23:30:00,302,V-Delovno in socialno pravo-MAG-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:00+00:00,2024-10-15T14:15:00+00:00,2024-10-15T16:45:00+00:00,-1 days +23:30:00,302,P-Logistika in planiranje oskrbovalnih verig-UNI-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:00+00:00,2024-10-07T10:45:00+00:00,2024-10-07T13:15:00+00:00,-1 days +23:30:00,302,P-Oblikovanje in vodenje timov-MAG-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:01+00:00,2024-11-22T10:45:00+00:00,2024-11-22T13:15:00+00:00,-1 days +23:30:00,302,P-Management kakovosti-UNI-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:02+00:00,2024-12-23T10:45:00+00:00,2024-12-23T13:15:00+00:00,-1 days +23:30:00,302,P-Obvladovanje fiziÄnih sredstev-UNI-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:00+00:00,2024-10-15T08:00:00+00:00,2024-10-15T10:30:00+00:00,-1 days +23:30:00,302,P-Metode in tehnike projektnega dela-VS-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:01+00:00,2024-11-15T10:45:00+00:00,2024-11-15T13:15:00+00:00,-1 days +23:30:00,302,P-Management kakovosti-UNI-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:00+00:00,2024-10-18T17:00:00+00:00,2024-10-18T19:30:00+00:00,-1 days +23:30:00,302,V-Analitika v Å¡portu-VS-Izredni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:00+00:00,2024-10-02T17:00:00+00:00,2024-10-02T19:30:00+00:00,-1 days +23:30:00,302,P-Analitika v Å¡portu-VS-Izredni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:01+00:00,2024-11-18T17:00:00+00:00,2024-11-18T19:30:00+00:00,-1 days +23:30:00,302,P-Management tveganj-MAG-Izredni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:02+00:00,2024-12-16T17:00:00+00:00,2024-12-16T19:30:00+00:00,-1 days +23:30:00,302,V-Analitika v Å¡portu-VS-Izredni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:01+00:00,2024-11-29T10:45:00+00:00,2024-11-29T13:15:00+00:00,-1 days +23:30:00,302,V-Management kakovosti-UNI-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:01+00:00,2024-11-07T08:00:00+00:00,2024-11-07T10:30:00+00:00,-1 days +23:30:00,302,P-InÅ¾eniring zanesljivosti in razpoloÅ¾ljivosti-VS-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:01+00:00,2024-11-26T17:00:00+00:00,2024-11-26T21:05:00+00:00,-1 days +23:30:00,302,P-Pravni vidiki Å¡porta-VS-Izredni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:01+00:00,2024-12-10T14:15:00+00:00,2024-12-10T16:45:00+00:00,-1 days +23:30:00,302,V-InÅ¾eniring zanesljivosti in razpoloÅ¾ljivosti-VS-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:00+00:00,2024-10-23T08:00:00+00:00,2024-10-23T12:05:00+00:00,-1 days +23:30:00,302,V-Management v zdr. in soc. organizacijah-MAG-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:00+00:00,2024-10-17T10:45:00+00:00,2024-10-17T13:15:00+00:00,-1 days +23:30:00,302,P-Oblikovanje in vodenje timov-MAG-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:01+00:00,2024-11-05T17:00:00+00:00,2024-11-05T21:05:00+00:00,-1 days +23:30:00,302,V-Management v zdr. in soc. organizacijah-MAG-Izredni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:00+00:00,2024-10-28T08:00:00+00:00,2024-10-28T12:05:00+00:00,-1 days +23:30:00,302,V-Management v zdr. in soc. organizacijah-MAG-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:00+00:00,2024-10-01T10:45:00+00:00,2024-10-01T13:15:00+00:00,-1 days +23:30:00,302,P-Trg dela in zaposlovanje-UNI-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:00+00:00,2024-10-08T10:45:00+00:00,2024-10-08T13:15:00+00:00,-1 days +23:30:00,302,P-Trg dela in zaposlovanje-UNI-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:02+00:00,2025-01-17T10:45:00+00:00,2025-01-17T13:15:00+00:00,-1 days +23:30:00,302,V-Management vzdrÅ¾evanja-VS-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:00+00:00,2024-10-02T10:45:00+00:00,2024-10-02T13:15:00+00:00,-1 days +23:30:00,302,P-Oblikovanje in vodenje timov-MAG-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:02+00:00,2025-01-21T17:00:00+00:00,2025-01-21T20:15:00+00:00,-1 days +23:30:00,302,V-Medkulturni management-MAG-Izredni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:01+00:00,2024-12-06T10:45:00+00:00,2024-12-06T13:15:00+00:00,-1 days +23:30:00,302,P-Strategije doseganja ciljev-MAG-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:01+00:00,2024-11-25T14:15:00+00:00,2024-11-25T16:45:00+00:00,-1 days +23:30:00,302,P-Delovno in socialno pravo-MAG-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:01+00:00,2024-11-20T08:00:00+00:00,2024-11-20T10:30:00+00:00,-1 days +23:30:00,302,P-InÅ¾eniring zanesljivosti in razpoloÅ¾ljivosti-VS-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:02+00:00,2025-01-14T10:45:00+00:00,2025-01-14T13:15:00+00:00,-1 days +23:30:00,302,P-Management vzdrÅ¾evanja-VS-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:02+00:00,2025-01-16T08:00:00+00:00,2025-01-16T10:30:00+00:00,-1 days +23:30:00,302,V-Osnove delovnega prava-VS-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:02+00:00,2024-12-24T10:45:00+00:00,2024-12-24T13:15:00+00:00,-1 days +23:30:00,302,P-Obvladovanje fiziÄnih sredstev-UNI-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:02+00:00,2024-12-19T14:15:00+00:00,2024-12-19T16:45:00+00:00,-1 days +23:30:00,302,P-Management vzdrÅ¾evanja-VS-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:01+00:00,2024-12-05T10:45:00+00:00,2024-12-05T13:15:00+00:00,-1 days +23:30:00,302,P-Osnove delovnega prava-VS-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:00+00:00,2024-10-25T14:15:00+00:00,2024-10-25T16:45:00+00:00,-1 days +23:30:00,302,P-Logistika in planiranje oskrbovalnih verig-UNI-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:02+00:00,2024-12-17T10:45:00+00:00,2024-12-17T13:15:00+00:00,-1 days +23:30:00,302,P-Obvladovanje fiziÄnih sredstev-UNI-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:02+00:00,2024-12-17T14:15:00+00:00,2024-12-17T16:45:00+00:00,-1 days +23:30:00,302,P-Management vzdrÅ¾evanja-VS-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:01+00:00,2024-11-13T17:00:00+00:00,2024-11-13T21:05:00+00:00,-1 days +23:30:00,302,Konzultacije-Metode in tehnike planiranja kadrov-VS-Izredni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:01+00:00,2024-10-29T14:15:00+00:00,2024-10-29T16:45:00+00:00,-1 days +23:30:00,302,P-Logistika in planiranje oskrbovalnih verig-UNI-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:01+00:00,2024-11-25T10:45:00+00:00,2024-11-25T13:15:00+00:00,-1 days +23:30:00,302,P-Management kakovosti-UNI-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:00+00:00,2024-10-14T14:15:00+00:00,2024-10-14T16:45:00+00:00,-1 days +23:30:00,302,P-Logistika in planiranje oskrbovalnih verig-UNI-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:00+00:00,2024-10-03T10:45:00+00:00,2024-10-03T13:15:00+00:00,-1 days +23:30:00,302,P-Trg dela in zaposlovanje-UNI-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:02+00:00,2025-01-24T10:45:00+00:00,2025-01-24T13:15:00+00:00,-1 days +23:30:00,302,V-Management vzdrÅ¾evanja-VS-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:01+00:00,2024-11-05T10:45:00+00:00,2024-11-05T13:15:00+00:00,-1 days +23:30:00,302,P-Management kakovosti-UNI-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:01+00:00,2024-11-19T08:00:00+00:00,2024-11-19T10:30:00+00:00,-1 days +23:30:00,302,P-InÅ¾eniring zanesljivosti in razpoloÅ¾ljivosti-VS-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:01+00:00,2024-12-11T08:00:00+00:00,2024-12-11T10:30:00+00:00,-1 days +23:30:00,302,V-InÅ¾eniring zanesljivosti in razpoloÅ¾ljivosti-VS-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:02+00:00,2024-12-18T08:00:00+00:00,2024-12-18T10:30:00+00:00,-1 days +23:30:00,302,V-InÅ¾eniring zanesljivosti in razpoloÅ¾ljivosti-VS-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:01+00:00,2024-11-11T10:45:00+00:00,2024-11-11T13:15:00+00:00,-1 days +23:30:00,302,V-Management kakovosti-UNI-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:01+00:00,2024-12-05T14:15:00+00:00,2024-12-05T16:45:00+00:00,-1 days +23:30:00,302,P-Kadrovski management v digitalni dobi-MAG-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:01+00:00,2024-10-29T10:45:00+00:00,2024-10-29T13:15:00+00:00,-1 days +23:30:00,302,V-Trg dela in zaposlovanje-UNI-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:01+00:00,2024-11-08T10:45:00+00:00,2024-11-08T13:15:00+00:00,-1 days +23:30:00,302,P-Management kakovosti-UNI-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:02+00:00,2025-01-10T10:45:00+00:00,2025-01-10T13:15:00+00:00,-1 days +23:30:00,302,P-Management vzdrÅ¾evanja-VS-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:00+00:00,2024-10-21T14:15:00+00:00,2024-10-21T16:45:00+00:00,-1 days +23:30:00,302,P-Logistika in planiranje oskrbovalnih verig-UNI-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:01+00:00,2024-11-11T17:00:00+00:00,2024-11-11T21:05:00+00:00,-1 days +23:30:00,302,P-Organizacija in management-VS-Izredni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:01+00:00,2024-11-06T08:00:00+00:00,2024-11-06T12:05:00+00:00,-1 days +23:30:00,302,V-Management v zdr. in soc. organizacijah-MAG-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:00+00:00,2024-10-03T08:00:00+00:00,2024-10-03T10:30:00+00:00,-1 days +23:30:00,302,P-Metode in tehnike projektnega dela-VS-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:01+00:00,2024-12-03T10:45:00+00:00,2024-12-03T13:15:00+00:00,-1 days +23:30:00,302,P-Osnove delovnega prava-VS-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:02+00:00,2024-12-16T10:45:00+00:00,2024-12-16T13:15:00+00:00,-1 days +23:30:00,302,P-Kadrovski management v digitalni dobi-MAG-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:00+00:00,2024-10-10T08:00:00+00:00,2024-10-10T10:30:00+00:00,-1 days +23:30:00,302,P-Metode in tehnike projektnega dela-VS-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:01+00:00,2024-11-28T10:45:00+00:00,2024-11-28T13:15:00+00:00,-1 days +23:30:00,302,V-Management kakovosti-UNI-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:02+00:00,2024-12-16T14:15:00+00:00,2024-12-16T16:45:00+00:00,-1 days +23:30:00,302,V-InÅ¾eniring zanesljivosti in razpoloÅ¾ljivosti-VS-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:01+00:00,2024-11-26T08:00:00+00:00,2024-11-26T10:30:00+00:00,-1 days +23:30:00,302,P-InÅ¾eniring zanesljivosti in razpoloÅ¾ljivosti-VS-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:00+00:00,2024-10-14T10:45:00+00:00,2024-10-14T13:15:00+00:00,-1 days +23:30:00,302,P-Oblikovanje in vodenje timov-MAG-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:02+00:00,2025-01-23T10:45:00+00:00,2025-01-23T13:15:00+00:00,-1 days +23:30:00,302,V-Management vzdrÅ¾evanja-VS-Redni
https://urnik.fov.um.si/Ucilnica/calendars/302,2024-12-12T11:48:01+00:00,2024-11-11T08:00:00+00:00,2024-11-11T10:30:00+00:00,-1 days +23:30:00,302,P-InÅ¾eniring zanesljivosti in razpoloÅ¾ljivosti-VS-Redni
https://urnik.fov.um.si/Ucilnica/calendars/303,2024-12-12T11:48:03+00:00,2024-11-19T14:15:00+00:00,2024-11-19T18:20:00+00:00,-1 days +23:30:00,303,V-Pravna ureditev v zdr. in soc. organizacijah-MAG-Redni
https://urnik.fov.um.si/Ucilnica/calendars/303,2024-12-12T11:48:03+00:00,2024-11-25T10:45:00+00:00,2024-11-25T13:15:00+00:00,-1 days +23:30:00,303,P-Selekcijski postopki-UNI-Redni
https://urnik.fov.um.si/Ucilnica/calendars/303,2024-12-12T11:48:04+00:00,2024-12-19T10:45:00+00:00,2024-12-19T13:15:00+00:00,-1 days +23:30:00,303,P-Informacijska varnost-UNI-Redni
https://urnik.fov.um.si/Ucilnica/calendars/303,2024-12-12T11:48:03+00:00,2024-11-04T10:45:00+00:00,2024-11-04T13:15:00+00:00,-1 days +23:30:00,303,V-Teorija sistemov in informacij-MAG-Redni
https://urnik.fov.um.si/Ucilnica/calendars/303,2024-12-12T11:48:04+00:00,2025-01-06T08:00:00+00:00,2025-01-06T10:30:00+00:00,-1 days +23:30:00,303,P-Obvladovanje fiziÄnih sredstev-UNI-Redni
https://urnik.fov.um.si/Ucilnica/calendars/303,2024-12-12T11:48:03+00:00,2024-11-22T10:45:00+00:00,2024-11-22T13:15:00+00:00,-1 days +23:30:00,303,P-Selekcijski postopki-UNI-Redni
https://urnik.fov.um.si/Ucilnica/calendars/303,2024-12-12T11:48:04+00:00,2024-12-04T14:15:00+00:00,2024-12-04T18:20:00+00:00,-1 days +23:30:00,303,V-Pravna ureditev v zdr. in soc. organizacijah-MAG-Redni
https://urnik.fov.um.si/Ucilnica/calendars/303,2024-12-12T11:48:04+00:00,2024-12-04T10:45:00+00:00,2024-12-04T13:15:00+00:00,-1 days +23:30:00,303,P-Informacijska varnost-UNI-Redni
https://urnik.fov.um.si/Ucilnica/calendars/303,2024-12-12T11:48:04+00:00,2025-01-23T10:45:00+00:00,2025-01-23T13:15:00+00:00,-1 days +23:30:00,303,V-Metodologija usposabljanja kadrov-UNI-Redni
https://urnik.fov.um.si/Ucilnica/calendars/303,2024-12-12T11:48:03+00:00,2024-11-15T10:45:00+00:00,2024-11-15T13:15:00+00:00,-1 days +23:30:00,303,P-Selekcijski postopki-UNI-Redni
https://urnik.fov.um.si/Ucilnica/calendars/303,2024-12-12T11:48:04+00:00,2025-01-22T10:45:00+00:00,2025-01-22T13:15:00+00:00,-1 days +23:30:00,303,V-Metodologija usposabljanja kadrov-UNI-Redni
https://urnik.fov.um.si/Ucilnica/calendars/303,2024-12-12T11:48:03+00:00,2024-11-18T17:00:00+00:00,2024-11-18T18:35:00+00:00,-1 days +23:30:00,303,V-Odnosi z javnostmi-VS-Izredni
https://urnik.fov.um.si/Ucilnica/calendars/303,2024-12-12T11:48:04+00:00,2025-01-21T10:45:00+00:00,2025-01-21T13:15:00+00:00,-1 days +23:30:00,303,V-Metodologija usposabljanja kadrov-UNI-Redni
https://urnik.fov.um.si/Ucilnica/calendars/303,2024-12-12T11:48:02+00:00,2024-10-02T08:00:00+00:00,2024-10-02T10:30:00+00:00,-1 days +23:30:00,303,P-Fiziologija dela-MAG-Redni
https://urnik.fov.um.si/Ucilnica/calendars/303,2024-12-12T11:48:03+00:00,2024-10-18T12:00:00+00:00,2024-10-18T15:15:00+00:00,-1 days +23:30:00,303,P-Metodologija raziskovalnega dela v zdr. in soc. organizacijah-MAG-Redni
https://urnik.fov.um.si/Ucilnica/calendars/303,2024-12-12T11:48:04+00:00,2025-01-08T10:45:00+00:00,2025-01-08T13:15:00+00:00,-1 days +23:30:00,303,P-Informacijska varnost-UNI-Redni
https://urnik.fov.um.si/Ucilnica/calendars/303,2024-12-12T11:48:03+00:00,2024-10-25T08:00:00+00:00,2024-10-25T12:05:00+00:00,-1 days +23:30:00,303,V-Management v zdr. in soc. organizacijah-MAG-Redni
https://urnik.fov.um.si/Ucilnica/calendars/303,2024-12-12T11:48:02+00:00,2024-10-07T08:00:00+00:00,2024-10-07T10:30:00+00:00,-1 days +23:30:00,303,P-Fiziologija dela-MAG-Redni
https://urnik.fov.um.si/Ucilnica/calendars/303,2024-12-12T11:48:04+00:00,2024-12-05T10:45:00+00:00,2024-12-05T13:15:00+00:00,-1 days +23:30:00,303,Konzultacije-Management kadrovskih virov - Pred.(tuji Å¡tudenti)-UNI-Redni
https://urnik.fov.um.si/Ucilnica/calendars/303,2024-12-12T11:48:03+00:00,2024-10-16T10:45:00+00:00,2024-10-16T13:15:00+00:00,-1 days +23:30:00,303,P-Poslovni in proizvodni informacijski sistemi-MAG-Redni
https://urnik.fov.um.si/Ucilnica/calendars/303,2024-12-12T11:48:04+00:00,2025-01-16T16:00:00+00:00,2025-01-16T20:05:00+00:00,-1 days +23:30:00,303,V-Kakovost v zdr. in soc. organizacijah-MAG-Izredni
https://urnik.fov.um.si/Ucilnica/calendars/303,2024-12-12T11:48:04+00:00,2024-12-18T08:00:00+00:00,2024-12-18T10:30:00+00:00,-1 days +23:30:00,303,P-Metodologija usposabljanja kadrov-UNI-Redni
https://urnik.fov.um.si/Ucilnica/calendars/303,2024-12-12T11:48:03+00:00,2024-10-22T17:00:00+00:00,2024-10-22T17:45:00+00:00,-1 days +23:30:00,303,P-UVODNO PREDAVANJE-DR-Izredni
https://urnik.fov.um.si/Ucilnica/calendars/303,2024-12-12T11:48:04+00:00,2025-01-17T10:45:00+00:00,2025-01-17T13:15:00+00:00,-1 days +23:30:00,303,V-Obvladovanje fiziÄnih sredstev-UNI-Redni
https://urnik.fov.um.si/Ucilnica/calendars/303,2024-12-12T11:48:04+00:00,2025-01-16T10:45:00+00:00,2025-01-16T13:15:00+00:00,-1 days +23:30:00,303,V-Obvladovanje fiziÄnih sredstev-UNI-Redni
https://urnik.fov.um.si/Ucilnica/calendars/303,2024-12-12T11:48:04+00:00,2024-12-12T08:00:00+00:00,2024-12-12T10:30:00+00:00,-1 days +23:30:00,303,P-InÅ¾eniring poslovnih procesov in digitalna transformacija-MAG-Redni
https://urnik.fov.um.si/Ucilnica/calendars/303,2024-12-12T11:48:02+00:00,2024-10-07T10:45:00+00:00,2024-10-07T13:15:00+00:00,-1 days +23:30:00,303,P-Upravljanje in naÄrtovanje kadrovskih virov-MAG-Redni
https://urnik.fov.um.si/Ucilnica/calendars/303,2024-12-12T11:48:03+00:00,2024-11-06T10:45:00+00:00,2024-11-06T13:15:00+00:00,-1 days +23:30:00,303,P-Metode in tehnologije odloÄanja-MAG-Redni
https://urnik.fov.um.si/Ucilnica/calendars/303,2024-12-12T11:48:03+00:00,2024-10-10T10:45:00+00:00,2024-10-10T13:15:00+00:00,-1 days +23:30:00,303,P-Oblikovanje in vodenje timov-MAG-Redni
https://urnik.fov.um.si/Ucilnica/calendars/303,2024-12-12T11:48:04+00:00,2024-12-03T10:45:00+00:00,2024-12-03T13:15:00+00:00,-1 days +23:30:00,303,P-Informacijska varnost-UNI-Redni
https://urnik.fov.um.si/Ucilnica/calendars/303,2024-12-12T11:48:04+00:00,2024-12-23T10:45:00+00:00,2024-12-23T13:15:00+00:00,-1 days +23:30:00,303,P-Informacijska varnost-UNI-Redni
https://urnik.fov.um.si/Ucilnica/calendars/303,2024-12-12T11:48:03+00:00,2024-11-14T08:00:00+00:00,2024-11-14T10:30:00+00:00,-1 days +23:30:00,303,P-Management informacijskih sistemov za digitalno preobrazbo-MAG-Redni
https://urnik.fov.um.si/Ucilnica/calendars/303,2024-12-12T11:48:04+00:00,2024-12-06T10:45:00+00:00,2024-12-06T13:15:00+00:00,-1 days +23:30:00,303,P-Informacijska varnost-UNI-Redni
https://urnik.fov.um.si/Ucilnica/calendars/303,2024-12-12T11:48:04+00:00,2025-01-20T10:45:00+00:00,2025-01-20T13:15:00+00:00,-1 days +23:30:00,303,V-Metodologija usposabljanja kadrov-UNI-Redni
https://urnik.fov.um.si/Ucilnica/calendars/303,2024-12-12T11:48:03+00:00,2024-11-14T14:15:00+00:00,2024-11-14T18:20:00+00:00,-1 days +23:30:00,303,P-Pravna ureditev v zdr. in soc. organizacijah-MAG-Redni
https://urnik.fov.um.si/Ucilnica/calendars/303,2024-12-12T11:48:04+00:00,2024-12-10T10:45:00+00:00,2024-12-10T13:15:00+00:00,-1 days +23:30:00,303,P-Informacijska varnost-UNI-Redni
https://urnik.fov.um.si/Ucilnica/calendars/303,2024-12-12T11:48:03+00:00,2024-11-08T17:00:00+00:00,2024-11-08T21:05:00+00:00,-1 days +23:30:00,303,V-Management v zdr. in soc. organizacijah-MAG-Izredni
https://urnik.fov.um.si/Ucilnica/calendars/303,2024-12-12T11:48:03+00:00,2024-11-18T10:45:00+00:00,2024-11-18T13:15:00+00:00,-1 days +23:30:00,303,P-Metode in tehnologije odloÄanja-MAG-Redni
https://urnik.fov.um.si/Ucilnica/calendars/303,2024-12-12T11:48:03+00:00,2024-11-19T10:45:00+00:00,2024-11-19T13:15:00+00:00,-1 days +23:30:00,303,P-Selekcijski postopki-UNI-Redni
https://urnik.fov.um.si/Ucilnica/calendars/303,2024-12-12T11:48:03+00:00,2024-11-25T08:00:00+00:00,2024-11-25T10:30:00+00:00,-1 days +23:30:00,303,P-Management informacijskih sistemov za digitalno preobrazbo-MAG-Redni
https://urnik.fov.um.si/Ucilnica/calendars/303,2024-12-12T11:48:03+00:00,2024-12-02T08:00:00+00:00,2024-12-02T10:30:00+00:00,-1 days +23:30:00,303,P-Metodologija usposabljanja kadrov-UNI-Redni
https://urnik.fov.um.si/Ucilnica/calendars/303,2024-12-12T11:48:04+00:00,2024-12-18T10:45:00+00:00,2024-12-18T13:15:00+00:00,-1 days +23:30:00,303,P-Obvladovanje fiziÄnih sredstev-UNI-Redni
https://urnik.fov.um.si/Ucilnica/calendars/303,2024-12-12T11:48:03+00:00,2024-11-13T10:45:00+00:00,2024-11-13T13:15:00+00:00,-1 days +23:30:00,303,P-Selekcijski postopki-UNI-Redni
https://urnik.fov.um.si/Ucilnica/calendars/303,2024-12-12T11:48:03+00:00,2024-10-22T17:45:00+00:00,2024-10-22T20:15:00+00:00,-1 days +23:30:00,303,P-PRENOSLJIVA ZNANJA-DR-Izredni
https://urnik.fov.um.si/Ucilnica/calendars/303,2024-12-12T11:48:04+00:00,2025-01-13T10:45:00+00:00,2025-01-13T13:15:00+00:00,-1 days +23:30:00,303,P-Informacijska varnost-UNI-Redni
https://urnik.fov.um.si/Ucilnica/calendars/303,2024-12-12T11:48:04+00:00,2024-12-19T17:00:00+00:00,2024-12-19T20:15:00+00:00,-1 days +23:30:00,303,P-Kakovost v zdr. in soc. organizacijah-MAG-Izredni
https://urnik.fov.um.si/Ucilnica/calendars/303,2024-12-12T11:48:03+00:00,2024-11-04T14:15:00+00:00,2024-11-04T16:45:00+00:00,-1 days +23:30:00,303,P-Metode in tehnologije odloÄanja-MAG-Redni
https://urnik.fov.um.si/Ucilnica/calendars/303,2024-12-12T11:48:04+00:00,2024-12-11T10:45:00+00:00,2024-12-11T13:15:00+00:00,-1 days +23:30:00,303,P-Magistrsko delo-MAG-Redni
https://urnik.fov.um.si/Ucilnica/calendars/303,2024-12-12T11:48:03+00:00,2024-11-21T08:00:00+00:00,2024-11-21T10:30:00+00:00,-1 days +23:30:00,303,P-Management informacijskih sistemov za digitalno preobrazbo-MAG-Redni
